comment,processed_comment,season
说实话，看着那些配着幕后笑声的“笑点”（密集的罐头笑声）我完全不知道哪里好笑，他们在笑什么。还是喜欢生活大爆炸,说实话看着配着幕后笑声笑点密集罐头笑声好笑笑.喜欢生活爆炸,1
高中时周末断断续续地十季全看完了，连高三的时候也抽空看了。是我第一部完完整整看的美剧,高中周末断断续续地十季全看完高三抽空.第一部完完整整美剧,1
曾经的最爱  偶像 马修·派瑞,爱偶像马修派瑞,1
减一星，因为拖太久,减一星拖太久,1
这个剧彻底颠覆了我对美国人的观念,剧颠覆美国观念,1
"罗斯。
看来我真的弯了。",真的弯,1
老友记，是每位爱好英语的人必推的一部剧目，也有人说是练习口语和听力的最佳题材！说的很对，只不过由于文化差异，有些笑话听不懂！,老友记每位爱好英语推一部剧目有人口语听力最佳题材.只不过文化差异笑话听不懂,1
经典！经典！经典！像是生活中的一面镜子,像是生活一面镜子,1
挺搞笑的，台词轻松幽默，比较贴近生活，学英语的看挺好,挺搞笑台词轻松幽默贴近生活学英语挺,1
确实是轻松搞笑的剧集，六个朋友之间的友谊让人羡慕。,确实轻松搞笑剧集六个朋友友谊羡慕,1
"一入坑就出不来。
看完十季了，经典永远是经典
抄袭剧是不会有出头之日的",一入坑出不来.完十季经典永远经典抄袭剧是出头之日,1
"十年啊
大家都变老了……",十年变,1
越看越喜欢，六个人个性鲜明。不仅搞笑还有感动。随着他们开心而开心，他们受伤时又会跟随他们的心情一起低潮。,越越喜欢六个个性鲜明.搞笑感动.开心开心受伤心情低潮,1
假期在家补的剧，停不下来，本来以为很难接受国外的情景喜剧，但是老友记的点却很好get。这个世界很现实，很残酷，但你一定会爱上他,假期在家补剧停不下来本来很难接受国外情景喜剧老友记.世界现实残酷会爱上,1
怀念他们的友情。简单纯粹。,怀念友情,1
永远的friends,永远friends,1
觉得生活真美好~~~,生活真美好,1
经典中的经典了，学英语的推荐教材,经典经典学英语推荐教材,1
暑假把两百多集全看完了：）,暑假两百多集全完,1
无事坐下来就可以看 而且还能看的津津有味 这样的剧不多。,事坐下就可以看津津有味剧不多,1
这是很多人一生的财富 陪我走过多少个难眠的春秋冬夏,一生财富陪走过难眠春秋冬夏,1
"十年最好的时光里 我们在一起
三个月里 我看到他们十年的生活
以后的几十年里 我仍会看他们十年的生活
我爱这群带给我快乐和泪水的人们
每一言 每一行 每一个眼神 每一个微笑
谢谢你们会在以后陪伴着我
一直一直
i love them so much",十年时光里三个里十年生活几十年里仍会十年生活爱这群带给快乐泪水每一言一行眼神微笑谢谢你们陪伴着ilove,1
"朋友到这个份上,一生太值了.",朋友份一生太值,1
看来我确实从第一季开始看过，当年是真火。菲比这个角色像猫一样存在，想象不出编剧们是怎么想到。不知道为什么男性朋友之间感觉得到“玩在一起”，女性朋友之间“在一起”比较多。当年好像喜欢Ross，现在看来真龟毛，还是Joey傻了吧唧挺好——是对儿子的要求。Chandler明显后面戏份越来越重，的确是演员加持,确实第一季看过当年真火.菲比角色猫想象编剧想到.男性朋友感觉得到玩女性朋友.当年好像喜欢Ross真龟毛Joey傻吧唧挺儿子.Chandler戏份越来越重演员加持,1
"十年了
结尾的时候一句讽刺的台词“but where?”让我情不自禁的泪流满面",十年结尾一句讽刺台词.情不自禁泪流满面,1
好多梗 哈哈哈,好多梗哈哈哈,1
断电那集真的笑抽了~~~~~8.9,断电那集真的笑抽8.9,1
拖太久看完，不记得感觉了。friends还是很好的。,拖太久完记得感觉,1
世界上最完美的关系莫过于此了。最动人的反而不是季末的错过，是Phobe假装Ursula亲吻Joey后一脸痴笑,世界完美关系莫过于此.动人季末错过Phobe假装Ursula亲吻Joey一脸痴笑,1
看不懂 有啥好笑的,看不懂好笑,1
2009-2-26 15:30:57-2010-11 如果有一部剧可以叫“Friends”,200926153057201011一部剧Friends,1
难以割舍。,难以割舍,1
无需多说它的意义,无需多说意义,1
断断续续看了一个学期，放松心情的好电视！！！喜欢钱德不喜欢菲比，喜欢整个集体，最后的那个悬念真是。。吊胃口！,断断续续学期放松心情电视.喜欢钱德喜欢菲比喜欢集体悬念,1
二十四岁开始看 刚刚好 根本就是生活里的生活 喜欢和朋友一起看,二十四岁刚刚根本就是生活里生活喜欢朋友,1
他们从友情最终走向了爱情，同时相互之间又维系着类似亲情的东西，好奇妙的六人行~~,友情最终走向爱情相互之间维系类似亲情东西奇妙六人行,1
大爱大爱大爱,大爱大爱大爱,1
好好看，我还有9季可以看，好幸福,好好看季幸福,1
在美国家喻户晓,美国家喻户晓,1
美剧的经典啊,美剧经典,1
大学英语老师拿来给我们当口语学习视频的??????,大学英语老师拿来口语学习视频,1
永远的经典，但是后面开始儿女情长纠葛不断我就看不下去了，发现我只能看正经幽默的美剧，有感情纠葛的就看不下去。,永远经典儿女情长纠葛看不下去发现只能正经幽默美剧感情纠葛看不下去,1
好喜欢Phoebe ！,喜欢Phoebe,1
虽然第一季看完了还会弄混钱德和乔伊，不过果然还是喜欢看情景喜剧！即使是10年前的也依然好看！,第一季完弄混钱德乔伊喜欢情景喜剧.10年前依然好看,1
每次看都会很开心.,每次开心,1
看完之后的伤痛。,完伤痛,1
羡慕他们身在异乡还有这么多贴己的好朋友，羡慕他们固若金汤的友情。,羡慕身在异乡贴己朋友羡慕固若金汤友情,1
太喜欢Phoebe了>.<从人到服装都喜欢！,喜欢Phoebe服装喜欢,1
终于坚持看完第一季。。可能是因为我在2012年才开始看的原因？我咋感觉笑点太低呢？,终于完第一季.是因为2012原因.感觉笑点太低,1
陪伴我学习英语的道路,陪伴学习英语道路,1
启蒙美剧了 哈哈,启蒙美剧,1
我能堅持看完十季的美劇，絕對是很經典的~也絕對是我要的生活和理想和最佳結合點。,我能堅持完十季美劇絕對經典絕對生活理想最佳結合點,1
从第四季感觉渐入佳境~ Chandler Monica Phoebe Joey这几个人非常可爱,第四季感觉渐入佳境ChandlerMonicaPhoebeJoey几个可爱,1
看过次数最多的美剧，大概已经到了看个开头就能知道这一集的故事甚至重要台词的地步了。。。太爱这部美剧以至于已经不能用文字表达对它的感想。。。只能说不同时间不同心情看一样的故事总能感觉出不一样的东西，他们有十年风雨共度，真正能在下一个十年还陪着你的人有谁。。。,看过次数美剧看个开头一集故事台词地步.太爱这部美剧文字表达感想.只能时间心情故事总能感觉东西十年风雨共度十年陪,1
"第二遍，温习的时间跨越了分手前后。Central Park,see ya.",第二遍温习时间跨越分手.CentralParkya,1
大学期间看了很多很多遍，然后现在是个小小的英语老师，给学生们放了很多很多集，刚好20分钟，十分钟课间加十分钟奖励他们的时间，都很爱看。台词很容易上手，剧情也很好看~,大学很多很多遍小小的英语老师学生放很多很多集20分钟十分钟课间加十分钟奖励时间爱看.台词手剧情好看,1
看了一个月 佳片。。。无需多语,一个月佳片.无需多语,1
补剧进行时，专门下的蓝光版的，移动硬盘三分之一都被占了，不过挺值的。相比于现如今喜剧哀鸿遍野的NBC，这剧真心好太多。白富美Rachel；天然呆Phoebe；强迫症Monica；呆萌的Rose；喜剧之王Chandler；还有二兮兮的Joey。C的OMG女友Janice作为配角太抢眼了，每次出场超喜感。客串有乔治克鲁尼好帅！,补剧蓝光版移动硬盘三分之一占挺值.相比现如今喜剧哀鸿遍野NBC这剧真心好太多.白富美Rachel.天然呆Phoebe.强迫症Monica.呆萌Rose.喜剧之王Chandler.兮兮Joey.COMG女友Janice配角抢眼每次出场超喜感.客串乔治克鲁尼好帅,1
一晃那么多年老友记还是能让我捧腹大笑 爱情友情 穿插的各种段子 依然让我无限刷 心情不好就看老友记,一晃多年老友记捧腹大笑爱情友情穿插段子依然无限刷心情不好老友记,1
第一部从头看到尾的美剧，很口耐。但是不耐看。n多集我再看第二遍是完全没有让我继续看下去的吸引力，第二次看就觉得笑点有点矫揉造作。不过全剧对于人物性格始终如一的塑造还是非常成功的。,第一部尾美剧很口耐.n多集第二遍吸引力第二次笑点矫揉造作.全剧人物性格始终如一塑造成功,1
我喜欢菲比。,喜欢菲比,1
喜怒哀乐，悲欢离合，爱恨情仇，尽在《老友记》,喜怒哀乐悲欢离合爱恨情仇老友记,1
学习美语；喜欢他们的生活方式,学习美语.喜欢生活方式,1
非常经典，令人感动的剧呢。,经典令人感动剧,1
当年接触的美剧喜剧少...现在想想..这片子不怎么样......,当年接触美剧喜剧想想片子不怎么样,1
生活的痕迹,生活痕迹,1
"六个人都好喜欢,再加我一个吧~",六个喜欢再加,1
美剧经典，百看不厌，也是学英语的绝佳素材。,美剧经典百看不厌学英语绝佳素材,1
永恒的Friends,永恒Friends,1
跟我一起出生的剧呀,出生剧,1
不用再去评价了，只想去缅怀老友记带给我的欢笑和感动。,不用评价只想去缅怀老友记带给欢笑感动,1
经典 好看,经典好看,1
基本笑点都能跟上，喜欢monica和chan~,笑点跟上喜欢monicachan,1
刚好陪我度过不用工作的核心时期,陪度过不用工作核心时期,1
我这么爱Chandler是因为他是经理么…………！,爱Chandler是因为经理,1
它曾经治愈过那个破碎的我，是这个世界上最好喝的热可可,治愈破碎世界好喝热可可,1
台词写的太好了，几乎每一句都惹人发笑，而笑过之后是对爱情友情的美好憧憬,台词写太好了一句惹发笑笑爱情友情美好憧憬,1
我不敢看第十季,第十季,1
十季完结 大爱···,十季完结大爱,1
2023年了，我第一次看美国非物质文化遗产《老友记》。在B站上配着弹幕看还蛮可爱的。个别集被删减太多，现在还播不了人家三十年前拍的东西，也算是另外一层的好笑。,2023第一次美国物质文化遗产老友记.B站上配着弹幕可爱.集删减还播三十年拍东西算是一层好笑,1
貌似前两年把碟送人了……,貌似两年碟送,1
啊...终于开始看这部传说中“最好看的美剧”了。没想到这季到今天20多年了，却依然很好笑。Chandler太幽默！目前最喜欢的人物是Phoebe，可爱。,终于这部好看美剧.没想到这季20多年依然好笑.Chandler幽默.喜欢人物Phoebe可爱,1
嗯，对英语有帮助，剧情很有趣,英语剧情有趣,1
是情景喜剧的翘楚，是无可撼动的经典。用了四集才把他们记全，便再也抹不去美好一路刻下的足迹。六个人物，六种色彩，涂画出友情最绚烂的模样，乏味枯燥的生活都润色成入口即化的甜点，再垂涎的欲望面前都留有属于友情的一方净土，不厌其烦甘愿奉陪接踵而至的一切苦难，捧腹之余是渗入心田的丝丝暖流。为你忧虑为你欢喜，从低谷到山顶也不离不弃，争吵与罅隙都不及爱意的灌溉，阴郁的回忆回想起来都是感动的泪水。好在密友在旁，一生就要一起走，别说再见，我们只说好久不见。,情景喜剧翘楚无可撼动经典.四集记全再也抹美好一路刻下足迹.六个人物六种色彩涂画友情绚烂模样乏味枯燥生活润色成入口即化甜点垂涎欲望面前留有友情一方净土不厌其烦甘愿奉陪接踵而至苦难捧腹之余是渗入心田丝丝暖流.忧虑欢喜低谷山顶不离不弃争吵罅隙不及爱意灌溉阴郁回忆回想起来感动泪水.密友旁一生走再见好久不见,1
因为这部剧开始对美国的喜剧感兴趣、总觉得每个人之间都有着牵绊~,这部剧美国喜剧感兴趣总牵绊,1
重温经典。,重温经典,1
优秀到评分无法体现，好的作品可以穿越国家、穿越时间，带给你欢乐与治愈。,优秀评分体现作品国家时间带给欢乐治愈,1
斷斷續續看過一些~要補全好像很難吧~,斷斷續續看過補全好像很難,1
重看第一季，还是很有乐趣~,重看第一季乐趣,1
没时间的人 同样可以挤时间看完..10季,时间挤时间完10季,1
我要的生活,我要生活,1
看完第一季。钱德，瑞秋。,完第一季.钱德瑞秋,1
进入状态比较慢，很多词听不懂,进入状态比较慢词听不懂,1
永远的最爱,永远爱,1
这六个人可爱死了,六个可爱死,1
三刷，全程都在笑，只是第三遍有些带泪了,三刷全程笑第三遍带泪,1
六个老友们的幸福生活,六个老友幸福生活,1
你们的十年 我看了整整半个月 最后余音未了的离别 你们教会我太多太多了,十年整整半个余音未了离别教会我太多太多,1
我都不知道自己看全没看全~,看全看全,1
"去年暑假一氣下了十季, 全部看完. 不變的小咖啡館, 不變的小公寓, 不變的六個人. 沒看過 Friends, 枉看美劇一場, 雖然最初它也只不過是都市肥皂情景喜劇, 但十年的時光, 總會讓人不自覺開始煽情, 或者自己煽自己: 去看吧, 不看你會後悔...",去年暑假一氣十季完.不變咖啡館不變公寓不變六個.沒看過Friends枉美劇一場雖然最初不過都市肥皂情景喜劇十年時光總會讓自覺開始煽情煽看吧不看會後悔,1
经典，还是很喜欢。,经典喜欢,1
永远的经典....,永远经典,1
永远的经典，最爱chandler！,永远经典最爱chandler,1
看多了就烦了,看多烦,1
有爱的活着,爱活着,1
"NBC《老友记》有老版和重制（个别剧情调整）两个版本，仅拿第一季第一集举例：
时长分别是29:40和22:50，这两个都算官方版本。
这次爱优腾和B站引进的版本时间为21:17，咪咕视频的版本是21:12。
第一集你能想象有什么可删的吗？反正我是想不出来。看见评论区有人说发现加速了，就算有加速，也不可能是时长短的唯一原因，况且“加速”本身就更离谱了。
然后第一集中段瑞秋打电话，身后的地球仪被打码了，就一片印度洋，本来就什么都看不到，打码了反而一堆弹幕在问为什么。
后面有人反映删了lesbian的词语。综上，也不需要再去对比了。",NBC老友记老版重制剧情调整两个版本第一季第一集举例长29402250两个算官方版本.爱优腾B站引进版本时间2117咪咕视频版本2112.第一集想象删.反正想.评论有人发现加速加速长短唯一原因加速离谱.第一段瑞秋打电话身后地球仪打码印度洋本来看不到打码一堆弹幕问.有人删lesbian词语,1
他们，都那么可爱、真诚、具有魅力，乐观机智的面对生活中的一切。这6个人，牢固真诚的友谊，一次又一次温馨感动的拥抱，彼此倾诉互相安慰互相鼓励，这样的友情真是难得，剧拍的很棒??,可爱真诚魅力乐观机智面对生活.牢固真诚友谊温馨感动拥抱倾诉安慰鼓励友情剧拍很棒,1
好剧。现在恶补一点也不晚。,恶补一点不晚,1
热闹得一塌糊涂,热闹一塌糊涂,1
我崇拜编剧。MONICA好美，CHARDEL好可爱！,崇拜编剧.MONICA好美CHARDEL可爱,1
现在喜剧中毒,喜剧中毒,1
用一个月看完了很多人的回忆,一个月完回忆,1
老友记我爱到无话可说,老友记我爱到无话可说,1
下午咖啡馆的八卦,咖啡馆八卦,1
说完整的看完15遍都完全不夸张 这六个人的友情伴随着所有看美剧的孩子长大,完整完15遍夸张六个友情伴随看美剧孩子长大,1
喜剧越来越不好笑的今天，看这部快三十年前的剧反而能真心笑出声～,喜剧越来越不好笑这部三十年剧真心笑出声,1
笑的都太假了，有些事根本不好笑，本来想给3星来着，但为了给篇幅宏大的编剧一点奖励，so多给一星,笑太假事不好笑本来想星来篇幅宏大编剧一点奖励一星,1
六人行必有我师,六人行必有我师,1
"第二季确实没第一季搞笑了，但更温馨。印象深刻的是Rach小孩子气地说害怕Mon被Julie偷走，“I love you 55555”,三人拥抱；Rach怕Ross听到留言情急地跳到他头上从背后抱着他；Ross离开了店又回来吻Rach以及Chan和Joey分了又合这几个段子。",第二季确实第一季搞笑温馨.印象深刻Rach小孩子气地害怕MonJulie偷走Ilove55555三人拥抱.RachRoss听到留言情急跳头上背后抱.Ross离开店回来吻RachChanJoey合几个段子,2
ending一点也不美味 还是一样 华丽分手……,ending一点美味华丽分手,2
这一季开始出味道！,一季味道,2
啊哈 每季结尾都那么让我兴奋~,每季结尾兴奋,2
才第二季某些情节我就要看哭了。牵动人心的老友记。,第二季情节哭.牵动人心老友记,2
越来越爱菲比和钱德勒！,越来越爱菲比钱德勒,2
每个细节的感动,细节感动,2
好喜欢ross，可怜害怕Rachel会broke up让他俩,喜欢ross可怜害怕Rachelbroke他俩,2
罗伯茨那集笑死了...,罗伯茨那集笑死,2
这是一部越看越喜欢的剧~~,一部越越喜欢剧,2
真的太喜欢chandler了！！越看越喜欢！Chandler和Joey大孩子般的友情真让人羡慕,真的喜欢chandler.越越喜欢.ChandlerJoey孩子友情真让人羡慕,2
练习口语、听力的绝佳教材,口语听力绝佳教材,2
我们就这么又哭又笑的长大了~,又哭又笑长大,2
笑点泪点都比第一季多！,笑点泪点第一季,2
在电视上看了几集。。一无是处。。,电视几集,2
还记得那些狂看friends，学着瑞秋摆手，喜欢吐槽朋友的日子,记得狂看friends学着瑞秋摆手喜欢吐槽朋友日子,2
"smelly cat smelly cat~what r  they feeding you?Monica的性格有点让我受不了，Phoebe怪女孩太逗了~rachel和ross这对现在就觉得有点墨迹了(￣▽￣\")",smellycatsmellycatrfeeding.Monica性格受不了Phoebe女孩太逗rachelross墨迹,2
情节上连贯性更好，也经典名场面频出的一季！,情节连贯性更好经典名场面频出一季,2
TBBT坚持到第六季最终承认实在是笑不出了，却在这时看到了老友记，没想到是这样一部会令人笑的趴桌的同时还偶尔让你眼眶湿润的剧,TBBT第六季最终承认实在笑不出老友记没想到一部令人笑趴桌眼眶湿润剧,2
chandler和joey是一对好基友么啊哈哈哈,chandlerjoey一对基友哈哈哈,2
乔伊搬家时还是挺伤感的。好基友一生一起走才对。,乔伊搬家挺伤感.基友一生走,2
菲比有点太骚了,菲比太骚,2
ross挺好的啊！~,ross挺,2
比1好看不止一两点啊！不再只是简单的插科打诨，开始有一些朋友之间出现的实实在在的问题，但都会以朋友的方式解决，终于有一个可看的情景喜剧了。,好看一两点.简单插科打诨朋友实实在在朋友方式解决终于可看情景喜剧,2
暖心 经典 神作,暖心经典神作,2
刚看完这一季,刚看完一季,2
E07结尾钱德勒演的好棒 哈哈 这部喜欢钱德勒  但ROSS的受欺负的表情真的好CUTE 总觉得ROSS像谢耳朵,E07结尾钱德勒演棒这部喜欢钱德勒ROSS欺负表情真的CUTE总ROSS谢耳朵,2
Simply The Best!,SimplyTheBest,2
太好看了！chandler和janice无论怎么样就是分不掉是吧→_→,chandlerjanice分不掉,2
好喜欢 Phoebe 和 Chandler，Ross和Rachel 终于在一起了。,喜欢PhoebeChandlerRossRachel终于,2
【重看补记】笑点依然出色，Marcel回来那两集最高，笑得滚到地上。而且令人意外的许多情节竟然非常sentimental，像是Ross和Rachel的错过又相逢，Joey和Chandler的分开后各自失落的舍友（基）情等等，小时候看根本没注意过。Phoebe这季搞笑又上新高度。客串的Angel of the Morning太好听！,重看补记笑点依然出色Marcel回来两集笑滚地上.令人意外情节sentimental像是RossRachel错过相逢JoeyChandler分开失落舍友基情小时候.Phoebe这季搞笑新高度.客串AngelMorning好听,2
每个中国女人都爱Ross。,中国女人爱Ross,2
7集 看到他们在一起 真的好开心。8集太虐了 都没法再往下看了,集真的好开心.集太虐没法再往,2
我从第二季开始爱你们~mua~,第二季爱mua,2
Friends第二季延续了温暖、甜蜜且欢乐的理想生活氛围，依旧充满笑点与感动。,Friends第二季延续温暖甜蜜欢乐理想生活氛围依旧充满笑点感动,2
最后Rach追着去机场可是看到两人那幕真是替她心都碎了，其实原本觉得自己不会喜欢Rach这种娇生惯养还有点任性的性格，但她说话行事举手投足笑着的样子又那么sweet和likable。虽然现在这样做服务员，未来却说不定会大放异彩。当然选角jennifer大功劳。,Rach追着机场两人那幕心碎原本喜欢Rach娇生惯养任性性格说话行事举手投足笑样子sweetlikable.服务员未来说不定大放异彩.选角jennifer功劳,2
喜欢Chandler呀,喜欢Chandler,2
每天的边角时间，就交给friends,边角时间交给friends,2
有笑有泪。,笑泪,2
翻越了一切误会的大山，走完了所有擦身而过的瞬间，罗斯与瑞秋终于像两个原始人那样迅速坠入了爱河。然而团聚总是伴随着离散，钱德与乔伊却因膨胀的欲望泡沫犹如失恋一般。不管是情感充沛但又匮乏的莫妮卡，还是无邪且又诡谲的菲比，这非你莫属的六个人都是渴望被爱的一代。因此那首既不华美也不着调的《臭猫》成了《老友记》的粘合剂与主打曲。但遗憾的是讲述忠诚与背叛的第二季恰恰缺少一股向心力，结尾收得仓促而缺乏惊喜。大概是有差异的重复以及循规蹈矩的未来生活吓坏了这些热恋中的情侣。,翻越误会大山走完擦身而过瞬间罗斯瑞秋终于两个原始人坠入爱河.团聚伴随离散钱德乔伊膨胀欲望泡沫犹如失恋.情感充沛匮乏莫妮卡无邪诡谲菲比非你莫属六个渴望爱一代.那首华美调臭猫成老友记粘合剂主打曲.遗憾忠诚背叛第二季缺少一股向心力结尾收仓促缺乏惊喜.差异重复循规蹈矩未来生活吓坏热恋情侣,2
直到第二季我还觉得joe跟小钱钱很难分辨。但是两个人都好可爱啊。,第二季joe小钱钱难分辨.两个可爱,2
每晚躲在被窝里看。。。笑到把寝室的人都吵醒,每晚躲被窝里.笑寝室吵醒,2
第二季目前看来是最爱的一季，大爱菲比～这部剧太太太太太好看了！,第二季爱一季大爱菲比这部剧太太太太好看,2
前半部我差点笑死。,前半部差点笑死,2
瑞秋跟那个傻傻呆呆的罗斯简直就是绝配啊，真心觉得罗斯好帅，这一季简直是太逗了我的天，里面到底有几个来客串的明星~,瑞秋傻傻呆呆罗斯绝配真心罗斯好帅一季逗天几个客串明星,2
喜欢喜欢喜欢···最喜欢菲比和罗斯~~~~~,喜欢喜欢喜欢喜欢菲比罗斯,2
瑞秋和罗斯终于在一起了。罗斯的儿子会说bye了。joe和钱德太美好了……最后几集。。。。。。。。对于我来说。。。过于美好了。。。。TAT,瑞秋罗斯终于.罗斯儿子bye.joe钱德美好,2
其实这一季我很喜欢钱德勒,一季喜欢钱德勒,2
一看就停不下来 打算连续追完十季,一看停不下来打算连续追完十季,2
Ross和Rachel在一起真有爱，Joey和Chandel更有爱~,RossRachel真有爱JoeyChandel爱,2
我其实相当喜欢那个OH MY GOD。。。,喜欢OHMYGOD,2
Ross和Rachel在一起了，Chandler和‘OMG’又相遇了，Monica和老Richard分手了，Joey单，Phoebe有水手男友 。continue……,RossRachelChandlerOMG相遇MonicaRichard分手JoeyPhoebe水手男友,2
最喜欢哪对？Joey和Chandler！,JoeyChandler,2
真好啊，下班回家吃完饭和媳妇儿一起看几集当作放松消遣。,真好下班回家吃完饭媳妇儿几集当作放松消遣,2
Ross Rachel终于在一起了，经典的那集是罗列优缺点，Rachel一堆缺点，但是Ross就是爱她。Joey搬走又还是回来了。Chandler居然和Janice网恋又在一起了。Monica和帅气大叔Richard交往了半季却因为对方不想要小孩而不知道要如何进行下去。,RossRachel终于经典那集罗列优缺点Rachel一堆缺点Ross爱.Joey搬走回来.ChandlerJanice网恋.Monica帅气大叔Richard交往半季想要小孩,2
roth和rachel在一起的日子还是很有爱的,rothrachel日子爱,2
渐入佳境 越来越好看,渐入佳境越来越好看,2
比第一季更加精彩，希望第三季青出于蓝。,第一季精彩希望第三季青出于蓝,2
比第一季好笑太多。,第一季好笑,2
欢乐而又温馨！★★★★★,欢乐温馨,2
经典。爱菲比,爱菲比,2
菲比你为什么不和钱德结婚,菲比钱德结婚,2
《老友记》有多无聊呢 让我边看边补作业最后沉迷于数学的海洋,老友记无聊看边补作业沉迷于数学海洋,2
Joey和Chandel还真是天衣无缝的一对,JoeyChandel天衣无缝一对,2
第二遍..我真是无聊翻了,第二遍无聊翻,2
我爱20集中两女生打架的那段。还有后面哪集中瑞秋和罗斯吵架互说我爱你的那集。,爱20两女生打架那段.瑞秋罗斯吵架互说我爱你那集,2
26年了，还是没能过上他们当年自由而浪漫的生活。,26没能当年自由浪漫生活,2
2014年5月重温～,2014重温,2
菲比同学一直没看bad end其实挺笑中带泪的...anyway 好欢乐~~,菲比同学没看badend挺笑带泪欢乐,2
rr的主线让这季成了真正的romcom，两位演员也非常亮眼，大家都把握住了机会。,rr主线季成romcom两位演员亮眼把握住机会,2
"太循规蹈矩的MONICA有点错气，至于异于人类的PHEOBE,我能说只喜欢她的smelly cat么",循规蹈矩MONICA错气异人类PHEOBE我能喜欢smellycat,2
其实是一个科普剧，遇到这些情况你该如何做：迎接自己的第一个小孩，从男孩到做父亲，母乳和母乳喂养，向暗恋十年的人表白，被暗恋十年的人表白，在恋爱中犯下不被原谅的错误，和朋友收入差距变大而无法共同活动……,科普剧情况迎接第一个小孩男孩父亲母乳母乳喂养暗恋十年表白暗恋十年表白恋爱犯下原谅错误朋友收入差距变大而活动,2
两个派对那集是本季最佳。,两个派对那集本季最佳,2
最喜欢monica和chandler 最讨厌ross和pheobe,喜欢monicachandler讨厌rosspheobe,2
茱丽亚·罗伯茨 乔治克鲁尼,茱丽亚罗伯茨乔治克鲁尼,2
钱德的女朋友OMG还真是亮点  ps:我也爱老男人,钱德女朋友OMG亮点ps爱男人,2
看到季末monica和richard快哭了TUT,季末monicarichard哭TUT,2
我爱老男人richard！！！,爱男人richard,2
第二季，他们都还很年轻,第二季年轻,2
RR养成起步阶段! | 重看脑海里他们后来闹心的纠结挥之不去啊 这一季Monica和Chandler的互动还是很cute 不过Monica和Richard在一起 观感略不幸福! 再度被时间线惊讶到了 原来他们季终就分手了 以及Chandler又和Janice命运的重逢了哈哈! 全剧最高收视一集阵容太华丽 波姬小丝和大嘴姐 大嘴姐好美哦!,RR养成起步阶段.重看脑海里闹心纠结挥之不去一季MonicaChandler互动cuteMonicaRichard观感幸福.再度时间线惊讶季终分手ChandlerJanice命运重逢.全剧收视一集阵容华丽波姬小丝嘴姐大嘴姐美,2
Rachel终于和Ross在一起了 哎麦 第一季结尾真的让我揪心了一下啊 第二季笑点太多了啊 几乎每集都能笑抽 还有茱莉亚罗伯茨的客串~越来越爱Chandler了 话说他和Joey赶紧在一起啊 看他俩搞“分居”那块笑死了 还有关于第一季我居然没有看出来那个医生是George Clooney客串啊 摔== 看上瘾了就停不下来了啊,Rachel终于Ross哎麦第一季结尾真的揪心第二季笑点太多每集笑抽茱莉亚罗伯茨客串越来越爱Chandler话Joey赶紧他俩搞分居那块笑死第一季医生GeorgeClooney客串摔上瘾停不下来,2
一个人在家看得会心若干笑,在家会心笑,2
二看老友记~,二看老友记,2
有几集看哭了，特别是乔伊搬走的的那集，罗斯和瑞秋在一起的那集~~好看啊,几集哭特别乔伊搬走那集罗斯瑞秋那集好看,2
钱德跟绝望主妇里面的莴笋有点像,钱德绝望主妇莴笋有点像,2
笑点都很集中与某几集,笑点几集,2
快结婚快结婚,结婚结婚,2
钱德勒+萝卜丝,钱德勒萝卜丝,2
当瑞秋能和罗斯拥抱在一起的时候，好像能感受到那种幸福，喜欢了十年的一个女人，当有一天能在一起的时候，还有什么奢求呢,当瑞秋能罗斯拥抱好像感受那种幸福喜欢十年女人当有奢求,2
每个人都有血有肉有贴心的地方有小缺点，很轻松很经典。,有血有肉贴心地方缺点轻松经典,2
终于又激活了我想和几个好友在外面合租的念头~,终于激活想几个好友外面合租念头,2
很可爱有趣的一部剧。,可爱有趣一部剧,2
当年我们都年轻。,当年年轻,2
罗斯和瑞秋在一起后果然不太好看，后面分了会好些吧。菲比继续有仙气。莫妮卡和理查德的恋爱分手（因为生育问题）线在这季比较重要。,罗斯瑞秋不太好好些.菲比仙气.莫妮卡理查德恋爱分手生育线这季,2
没啥说的五颗星。太好笑。没想到竟然茱莉亚罗伯茨和尚格云顿一起客串。另外最后一集里Rachel唱的copacabana其实满好听。以及，最后的最后，“Oh...My...Goood”的出现实在太惊喜/惊吓了。。。。。。(+﹏+)~,没想到茱莉亚罗伯茨和尚格云顿客串.一集里Rachel唱copacabana好听.OhMyGoood实在惊喜惊吓,2
发现就是好喜欢Ross这种的。。。。Rachel的脸型相对来说就是苹果肌很赞吗？monica也不丑就是被完全比下去了。。。。。到第二季神经质过头啊。。。。。】一天半看完就是病倒卧床能做的,发现喜欢Ross.Rachel脸型相对来说苹果肌赞.monica丑.第二季神经质过头.半看完病倒卧床,2
没有第一季那么萌了。。。还是很棒啦其实！,第一季萌,2
被迫观看，真的爱不起来，每次看到瑞秋讲话的表情我都地铁老爷爷，关爱我请从不要让我看这部剧开始！！！！,被迫观看真的爱每次瑞秋讲话表情地铁老爷爷关爱这部剧,2
詹妮弗安妮斯顿最可爱,詹妮弗安妮斯顿可爱,2
越来越喜欢joey和chandler~,越来越喜欢joeychandler,2
真心觉得比生活大爆炸好看。,真心生活爆炸好看,2
这季比第一季还好看，罗斯和瑞秋在一起啦~,这季第一季好看罗斯瑞秋,2
