comment,processed_comment,season
"Joey在“幸运骨头”面前许的愿不是中三个亿，也不是什么姑娘，而是让钱德勒有工作……天呐！
钱德勒一直在下……确实蛮符合莫妮卡的……
不想看第十季了，因为不看的话Joey就可以一直和瑞秋在一起了……
可惜我又忍不住不看……",Joey幸运骨头面前许愿三个亿姑娘钱德勒工作.确实符合莫妮卡.不想第十季不看Joey瑞秋.可惜忍不住不看,9
"David太惨了，perhaps if I hadn't gone to Minsk things would have worked out for us, and I wouldn’t have ruined my career. Or lost that toe to frostbite. It was a good trip这一季最大的贡献大概就是Paul Rudd出演的Mike，简直是个剧作工具人",David太惨IhadntMinskthingsworkedIwouldntruinedcareer.Orlosttoefrostbite.Itagoodtrip一季贡献PaulRudd出演Mike剧作工具,9
五星不解释,五星解释,9
多么纠结的开头啊。多么惊奇的结尾啊。,纠结开头.惊奇结尾,9
朋友的真义是祝你幸福,朋友真义祝你幸福,9
就剩一季了。强迫症。,剩一季,9
看的真快。乔伊被设定的越来越简单，钱德勒婚后不好玩了。依然喜欢ross，越发觉得莫妮卡不错。,乔伊设定越来越简单钱德勒婚后不好玩.依然喜欢ross越发莫妮卡不错,9
有点拖拉的一季，钱德勒和莫妮卡检查的时候我觉得好可怜，特别是结果出来的时候！一直认为麦克就是菲比的归属了！哪怕最终结局会安排罗斯和瑞秋在一起，我也希望乔伊曾经拥有过！一直不喜欢黑人！爱情公寓，你还要抄多少季？,拖拉一季钱德勒莫妮卡检查可怜特别.麦克菲比归属.最终结局安排罗斯瑞秋希望乔伊.喜欢黑人.爱情公寓抄季,9
真的只剩下一季了...,真的剩下一季,9
好喜欢RJ在一起~~让RR随风飘逝吧~~,喜欢RJRR随风飘逝,9
罗斯和瑞秋是该剧设定的主角，其恋情也是整个系列的线索，但这两个人的性格和爱情故事却极其让人厌恶。另外，疯疯癫癫的菲比也很讨厌。,罗斯瑞秋该剧设定主角恋情系列线索两个性格爱情故事厌恶.疯疯癫癫菲比讨厌,9
舍不得看完啊,舍不得完,9
三角什么的不喜欢,三角喜欢,9
大家喜欢浪子是因为总以为浪子会回头，在非现实世界里这种烂俗梗早被玩儿坏了。但是看到第九季，看到joey这个游戏人间的玩咖忽然间也触碰到了真爱，还是难免被打动。就暂缓揣摩剧作法，泡杯咖啡，开开心心迎接十年老朋友们的结局吧,喜欢浪子是因为总以为浪子回头现实世界里烂俗梗早玩儿坏.第九季joey游戏人间玩咖间触碰到真爱难免打动.暂缓揣摩剧作法泡杯咖啡开开心心迎接十年老朋友结局,9
joey和rachel的组合真的有点扯啊,joeyrachel组合真的扯,9
实在不能接受RACHAL和JOEY暧昧来暧昧去的。。。三观碎一地。,实在接受RACHALJOEY暧昧暧昧.三观碎一地,9
明星越来越多……老公都来助阵了,明星越来越.老公助阵,9
经典至极，看过无数遍,经典至极看过无数遍,9
最后一集的重新组合真有些混乱，但我觉得这样倒是很好。,一集重新组合真混乱倒,9
怎么会有这么好看的东西啊：）,好看东西,9
突然就追到了这里，竟然已九季！为什么是J&R两个在一起了？？？,追到已九季.JR两个,9
第5集菲比的庆生会，17集老友记也开始上网了，瑞秋和Joey互表心意了。第九季了啊好快，真不想结束愉快的旅程但是又很期待。,集菲比庆生会17集老友记上网瑞秋Joey互表心意.第九季真不想结束愉快旅程期待,9
这两季的Joey简直是小天使般存在，从他得知Phoebe or Rachel pregnant愿意主动承担责任共同面对，到大家为彩票痴狂疯狂许愿，而他许下了Chandler面试通过的愿望，有这样的朋友人生是多么幸运,两季Joey小天使般得知PhoebeRachelpregnant主动承担责任面对彩票痴狂疯狂许愿许下Chandler面试愿望朋友人生幸运,9
oh my god！第九季了！一群可爱的人啊！,第九季.一群可爱,9
钱德勒对爱与婚姻的看法常常打动我，回顾集里莫妮卡问他婚后的生活样式，他的回答让我初次看到，婚后不是打开一个截然不同的新生活，而是此前生活更美好的延续，不仅是夫妻小孩，还留给Joey一个车库养老，它不走向狭窄，反而是更温暖的团聚。,钱德勒爱婚姻看法打动回顾集里莫妮卡问婚后生活样式回答初次婚后打开截然不同新生活此前生活美好延续夫妻小孩留给Joey车库养老走向狭窄温暖团聚,9
第五季~,第五季,9
Monica好幸运，遇到了RIchard和Chandler两个爱她、温柔对她的男人。从小被父母忽视、否认的她，极度渴望来自别人的认可与喜爱。有一集她在酒吧登台唱歌，即使发现台下的男人是因为她露点了才喝彩，她也毫不在乎地继续唱下去。这样低自尊的女生，现实生活里很容易走入一段虐待性关系，被另一半剥削利用或者控制打压，她们还会非常疑惑为什么自己总是遇见渣男。Chandler与父母关系也不和谐，他内心同样自卑，所以才会发展出讲笑话的才能吸引别人的注意。好在他是家中独子，多少或得一些爱，长大后成了一个懂得温柔爱人的的人。即使剧里多次拿Chandler没有性魅力这点开玩笑，钱莫依旧是般配的不要不要的。,Monica幸运RIchardChandler两个爱温柔男人.父母忽视否认渴望认可喜爱.一集酒吧登台唱歌发现台下男人是因为露点喝彩毫不在乎唱.低自尊女生现实生活里走入一段虐待性关系另一半剥削利用控制打压还会疑惑遇见渣男.Chandler父母关系和谐内心自卑发展笑话吸引.家中独子爱长大后成懂得温柔爱人.剧里Chandler性魅力开玩笑钱依旧般配,9
很喜欢Joey但是她跟瑞秋的感情其实我觉得也不错但还是觉得奇奇怪怪的,喜欢Joey瑞秋感情不错奇奇怪怪,9
写论文期间用作调剂的效果超赞，这一季的关系真是峰回路转七扭八歪= = 但果然还是超好看！PS：莫妮卡和钱德勒真是相亲相爱……,写论文用作调剂效果超赞一季关系峰回路转七扭八歪超好看.PS莫妮卡钱德勒相亲相爱,9
"有点不喜欢排列组合，和结尾都是女生求爱男生为了朋友拒绝的安排
我本来以为菲比会和Joey在一起的，不过Mike也很好哎！
钱德勒总在意想不到的时候展现一个已婚男性可以成熟到什么地步！
Joey最后敲开Rachel房门的那个bgm绝了??",喜欢排列组合结尾女生求爱男生朋友拒绝安排本来菲比JoeyMike.钱德勒总在意想不到展现已婚男性成熟地步.Joey敲开Rachel房门bgm,9
Ross什么的最讨厌了，Joey虽然不够聪明，比他有担当多了...,Ross讨厌Joey聪明担当,9
让瑞秋和乔伊在一起吧。,瑞秋乔伊在,9
Joey和Rachel的感情线仍然让我非常迷惑，Mike的出现也毫无征兆。第九季有点收尾前的无力感，但欢笑和泪水都是真的。,JoeyRachel感情线迷惑Mike征兆.第九季收尾无力感欢笑泪水真的,9
难道只有我觉得Rach同办公室的那个Gavin特别帅吗？？居然是最好朋友婚礼里的男主...完全没认出来...,Rach办公室Gavin特别帅.朋友婚礼里男主认出来,9
最后两集真的太爆笑！ 也算是给磕J&R cp的粉丝发糖了 虽然最终没有在一起 但是结局已经不重要了～,两集真的爆笑.算是磕JRcp粉丝发糖最终结局,9
看得出来编剧是真的编不下去了,看得出来编剧真的编不,9
老友记里出现过的客串角色最喜欢的就是菲比的科学家男友David了啊……,老友记里客串角色喜欢菲比科学家男友David,9
五星给六位主角之外的配角。,五星六位主角配角,9
你们不要乱搞好不好！,乱搞好不好,9
又看一季，坚持下，还有一季。,一季一季,9
joey别太可爱了,joey别太可爱,9
后面开始肥皂剧了，Rach为什么不跟Gavin谈一段啊！最后一集JR俩演员演得不情不愿的。,肥皂剧RachGavin谈一段.一集JR俩演员演得不情不愿,9
Joey在咖啡馆随口大喊了一声“Mike”，于是Mike欣然走进了Phoebe的生命中。Mike的美好在于温柔的理解和欣赏，Phoebe的妙不可言在于苦难之后只留下了童真和善良，没有留下一丝怨怼。真是天作之合，冰山都融化了。,Joey咖啡馆随口大喊一声MikeMike欣然走进Phoebe生命.Mike美好温柔理解欣赏Phoebe妙不可言苦难留下童真善良留下一丝怨怼.天作之合冰山融化,9
莫妮卡和钱德勒越到后面越喜欢他们俩。,莫妮卡钱德勒越到越喜欢俩,9
珍妮丝，每次出场都很无敌。另外这个剧情走向实在是·······,珍妮丝每次出场无敌.剧情走向实在,9
看一季少一季啊…只剩下最后一季了,一季一季.剩下一季,9
终于磕完第九季,终于磕完第九季,9
Joey和rachael虽然感人，但真的磕不起来,Joeyrachael感人真的磕,9
每个人都找到最终归宿了，真好，真好真好。要是我能早点刷这部剧，也不至于有那么多遗憾。I really want to use a if ball.,找到最终归宿真真好真好.我能早点刷这部剧遗憾.Iaball,9
第九季拖了半年才看完，反复地打开被恶心到关闭，到底为什么要加乔伊和瑞秋的线呢？爱面子又不甘寂寞的瑞秋和罗斯二人游戏人生与感情的态度注定了他们分分又合合，错过又伤心，害人又害己，纠结又缠绕的关系。,第九季拖半年完反复打开恶心关闭要加乔伊和瑞秋线呢.爱面子不甘寂寞瑞秋罗斯二人游戏人生感情态度注定分分合合错过伤心害人害己纠结缠绕关系,9
Joey和Rachel，好吧，这可不是我期待的……,JoeyRachel可不是期待,9
10/10.寻求突破，成功引入保罗鲁德。珍妮丝每次出现都会掀起一波小高潮。乔伊和瑞秋的恋情总让我觉得别扭。钱德勒和莫妮卡的婚姻趋于完美。乔伊的搞笑效果超过钱德勒。,1010寻求突破成功引入保罗鲁德.珍妮丝每次掀起一波小高潮.乔伊和瑞秋恋情总让别扭.钱德勒莫妮卡婚姻趋于完美.乔伊搞笑效果钱德勒,9
爱死了这部的乔伊,爱死这部乔伊,9
菲比迈克,菲比迈克,9
我觉得在本季大结局的时候重新唤醒Joey和Rachael的感情线明显是为了让最终季的开头更吸引人吧？,本季大结局唤醒JoeyRachael感情线最终季开头吸引,9
我还挺萌乔伊和瑞秋这对的。,挺萌乔伊和瑞秋,9
Joy Rachel你们不要搞一起啊！！！,JoyRachel搞,9
这一季真的是明显鸡肋了，我宣布美国甜心是joey,一季真的鸡肋美国甜心joey,9
该最后一季了，找工作是否也已到尾声?,一季找工作尾声,9
Joey的确不会演戏 脑袋空空 如果他试镜过了才恐怖。每个人都有变化 九年了 只有Joey还是个傻子 仍旧没有演技。Joey和瑞秋的感情戏真是多余 爱来爱去都在这个圈里 真的服了。因为考虑当时第九季收视率吗 从没想过看老友记还会快进。一到瑞秋Joey就??。,Joey演戏脑袋空空试镜恐怖.变化九年Joey傻子演技.Joey瑞秋感情戏多余爱来爱圈里真的服.第九季收视率从没想过老友记还会快进.一到瑞秋Joey,9
Rachel和Joey在一起看着很别扭，特此少打一星。,RachelJoey看着别扭特此一星,9
时隔多年继续看，还是有当初的激情,时隔多年当初激情,9
越来越喜欢Joey,越来越喜欢Joey,9
为什么编剧要作大死把莫妮卡写成不孕呢，结果后来怀孕了不能拍戏了大哭。第九季真的神烦罗斯，小家子气带点刻薄，还执拗过去的不对，他真的不适合瑞秋，还不如乔伊小天使。,编剧作大死莫妮卡写成不孕怀孕拍戏大哭.第九季真的神烦罗斯小家子气带点刻薄执拗真的适合瑞秋乔伊小天使,9
看过的好像都痴迷了！,看过好像痴迷,9
我是多么期望Joey和Rachel在一起，可惜完全违背老友记主旨,期望JoeyRachel可惜违背老友记主旨,9
真好看 过了那么多年还是,真好看多年,9
为什么神编剧总是能在最后两集扭转乾坤啊啊啊 就是老友记没有笑点依然很好看=3= 那个摄影师到最后都没耐心了么 为什么把镜头拉这么近 晃得我有点晕,神编剧两集扭转乾坤啊啊啊老友记笑点依然好看摄影师耐心镜头拉晃晕,9
为什么菲比和乔伊不在一起。。这样不就都圆满了莫。。,菲比乔伊,9
第九季了，真有些开始不舍了。一切都向着最该去的结局发展着。瑞秋和乔伊的感情戏来的那么突然，虽然不管是双R还是JR，都有他们美丽的样子，只不过经历了九年分分合合的他们真的不该有这个突兀的戏剧。菲比的真命迈克也出现了，他的欣赏和理解温暖着菲比，让她经历那些苦难后保留着善良和纯真，太美好了。钱莫的爱更让我明白，婚姻是两个人生活更美好的延续，他们用一切都在告诉我们生活的美好，越发不舍但更要结束，还有一季，我不知道到时我会笑还是会哭。,第九季真不舍.最该结局发展.瑞秋乔伊感情戏来双RJR美丽样子只不过经历九年分分合合真的不该突兀戏剧.菲比真命迈克欣赏理解温暖菲比经历苦难保留善良纯真美好.钱爱明白婚姻两个生活美好延续一切都在告诉生活美好越发不舍结束一季我会笑哭,9
我喜欢最后一集这四对的搭配~很喜欢Phoebe的Mike啊,喜欢一集这四对搭配喜欢PhoebeMike,9
